trial	condition	image	target	fixationTime	rtStart	rtEnd	rt	responseX	responseY	responseProp	pointsThisRound	pointsTotal	preFeedbackTime
63	4	1	0.3443194371	0.416144395	3533922.998	3533924.217	1.21884189	1910	584	0.3013964385	96	5252	0.5203155197
64	1	2	0.337413157	0.4017751334	3533929.757	3533930.406	0.6489070235	1905	604	0.2111220924	88	5340	0.4628343838
65	5	5	0.6816808539	0.5558075836	3533936.006	3533936.705	0.698951527	1895	549	0.4593765442	78	5418	0.4390464661
66	2	6	0.6766442305	0.535259499	3533944.335	3533945.804	1.468785869	1884	495	0.7031172788	98	5516	0.4227575405
67	4	1	0.3340835966	0.4978933669	3533953.343	3533954.722	1.378844034	1911	583	0.3059101558	98	5614	0.5022536619
68	5	5	0.3364593195	0.5825674112	3533960.362	3533961.761	1.398824488	1868	502	0.6715212576	67	5681	0.4086868689
69	6	4	0.1513428795	0.5908559607	3533967.331	3533968.07	0.7390763657	1873	518	0.5993017807	56	5737	0.4323487892
70	1	2	0.3175306386	0.422896519	3533972.39	3533973.639	1.248811003	1886	560	0.4097256539	91	5828	0.5159873969
71	3	3	0.6669388249	0.5006761222	3533979.111	3533980.128	1.016682452	1877	496	0.6986035615	97	5925	0.5570200494000001
72	2	6	0.6687874447	0.4142813891	3533987.668	3533990.086	2.41860908	1871	499	0.6850624095	99	6024	0.495941405
73	3	3	0.3326944123	0.5342720379	3533997.686	3533998.355	0.668903443	1858	505	0.6579801057	68	6092	0.5809894755
74	4	1	0.3269359631	0.5336074292	3534004.025	3534005.704	1.678778063	1867	589	0.278827852	96	6188	0.4977288479
75	1	2	0.3351879974	0.4178654054	3534011.144	3534012.823	1.678778348	1844	538	0.5090274346	83	6271	0.4772250705
76	6	4	0.5180961419	0.597239207	3534031.55	3534034.399	2.848595527	1741	497	0.6940898442	83	6354	0.4504970459
77	5	5	0.6692667165	0.5788027834	3534041.089	3534041.748	0.6589393019999999	1756	546	0.4729176962	81	6435	0.4222115927
78	2	6	0.6752739946	0.4844825501	3534049.227	3534049.836	0.6089330018	1744	510	0.6354115192000001	97	6532	0.588680513
79	3	3	0.6786995982	0.4312068861	3534057.466	3534058.155	0.688950039	1738	497	0.6940898442	99	6631	0.4915484978
80	4	1	0.3345824765	0.4429966097	3534065.715	3534067.364	1.648775594	1732	599	0.2336906789	90	6721	0.4474509727
81	1	2	0.3053026675	0.5326868867	3534072.914	3534074.392	1.478769111	1722	526	0.5631920423	75	6796	0.5047633582
82	6	4	0.6792701813000001	0.404045555	3534079.682	3534080.551	0.8689457509	1722	519	0.5947880634	92	6888	0.4179624055
83	2	6	0.6605080459	0.5365367052	3534088.141	3534088.77	0.6289499477	1736	505	0.6579801057	100	6988	0.4414740409
84	5	5	0.6624888353	0.4905757637	3534096.221	3534097.389	1.167390718	1741	511	0.6308978019	97	7085	0.4978422207
85	2	6	0.6750570243	0.5094856764	3534104.928	3534106.167	1.238871951	1744	521	0.5857606288	92	7177	0.576613518
86	5	5	0.6759308596	0.4144957037	3534113.777	3534114.576	0.7988751782	1766	516	0.6083292152999999	94	7271	0.4375090258
87	6	4	0.2933105582	0.5237241007	3534122.156	3534123.804	1.648775023	1759	511	0.6308978019	67	7338	0.4682657416
88	1	2	0.3323229571	0.4588249415	3534129.054	3534130.143	1.088813421	1791	586	0.2923690039	97	7435	0.5853053009
89	3	3	0.680870019	0.4077250928	3534135.683	3534136.742	1.058924135	1749	502	0.6715212576	100	7535	0.5358735296
90	4	1	0.6738955904	0.5654688634	3534144.482	3534147.25	2.76856566	1752	512	0.6263840845999999	96	7631	0.4054777129
91	2	6	0.6716389270999999	0.5448030144	3534154.8	3534156.189	1.38880789	1874	512	0.6263840845999999	96	7727	0.401350034
92	1	2	0.3316322678	0.5962344406	3534163.779	3534165.547	1.768758956	1869	541	0.4954862827	84	7811	0.5232832004
93	4	1	0.3145102773	0.4217241062	3534171.037	3534174.636	3.598484767	1874	604	0.2111220924	90	7901	0.5863275454
94	3	3	0.6599626125	0.5996776106	3534180.266	3534181.475	1.208978104	1845	503	0.6670075403	100	8001	0.5730717593
95	6	4	0.249941116	0.504071176	3534189.074	3534189.853	0.7788833207	1843	497	0.6940898442	56	8057	0.4566447051
96	5	5	0.6654633423	0.5866275341	3534194.963	3534196.492	1.528787671	1846	512	0.6263840845999999	97	8154	0.4215065005
97	2	6	0.6560057991	0.4264177172	3534203.892	3534206.291	2.398645162	1827	539	0.5045137173000001	85	8239	0.4469017229
98	5	5	0.6765388502	0.5352570515	3534213.77	3534214.709	0.9389037108	1854	539	0.5045137173000001	83	8322	0.4071408639
99	1	2	0.3277507709	0.4047106338	3534222.148	3534222.998	0.8497795342	1872	589	0.278827852	96	8418	0.5875012452
100	4	1	0.674081347	0.5389966458	3534228.648	3534229.847	1.198859156	1863	598	0.2382043962	57	8475	0.4217680159
101	3	3	0.3369184945	0.5407151475	3534237.407	3534238.555	1.148855136	1829	509	0.6399252365	70	8545	0.5138948439
102	6	4	0.7526543769	0.5370852974	3534244.185	3534244.784	0.5989757031	1830	511	0.6308978019	88	8633	0.5543198051
103	2	6	0.67106538	0.5051812509	3534252.914	3534253.633	0.7189416746	1830	510	0.6354115192000001	97	8730	0.4548571811
104	5	5	0.6551050992	0.5787390538	3534261.243	3534262.501	1.258921969	1830	511	0.6308978019	98	8828	0.5336325327
105	1	2	0.3359047075	0.5506233101	3534270.071	3534271.34	1.268782618	1849	580	0.3194513078	99	8927	0.5506329878
106	3	3	0.6769836426	0.492854147	3534276.96	3534277.769	0.808951647	1836	520	0.5902743461	92	9019	0.4766905376
107	4	1	0.3227579509	0.5250742144	3534285.399	3534286.917	1.518775064	1848	600	0.2291769616	91	9110	0.483182619
108	6	4	0.5390696849	0.4874128692	3534292.378	3534293.526	1.148861693	1819	522	0.5812469115	96	9206	0.5140784704
109	2	6	0.6661561955999999	0.497904483	3534300.326	3534301.725	1.39880111	1819	504	0.662493823	100	9306	0.5479464319
110	1	2	0.3313177266	0.4213022144	3534309.245	3534310.274	1.02904939	1853	585	0.2968827212	97	9403	0.4804796023
111	5	5	0.6618682876	0.5582585278	3534315.854	3534316.792	0.9388763411	1837	508	0.6444389538	99	9502	0.4224323969
112	3	3	0.3382292222	0.5006228713999999	3534324.243	3534325.331	1.08835698	1837	504	0.662493823	68	9570	0.4227568696
113	6	4	0.3302312657	0.5369842008	3534330.881	3534331.46	0.5788980317	1836	525	0.5677057596	77	9647	0.4148598016
114	4	1	0.3277932205	0.5931778749	3534337.01	3534337.889	0.8788745394	1836	582	0.3104238731	99	9746	0.4245138998
115	3	3	0.3344714943	0.4273197902	3534343.259	3534344.538	1.278797792	1814	528	0.5541646077	79	9825	0.5212817887
116	5	5	0.6606491729	0.5167227797	3534350.138	3534350.677	0.5389459622	1814	528	0.5541646077	90	9915	0.4820601549
117	2	6	0.6611467542	0.5938896995	3534358.277	3534359.086	0.8089083121	1814	528	0.5541646077	90	10005	0.4404845498
118	1	2	0.331100053	0.4112870435	3534366.455	3534367.134	0.6790588833	1813	575	0.3420198943	99	10104	0.5697552173
119	6	4	0.7043798794	0.5001441666999999	3534372.744	3534373.953	1.208813888	1801	499	0.6850624095	99	10203	0.4827742866
120	4	1	0.3255354829	0.4977694927	3534381.713	3534383.122	1.408789769	1828	591	0.2698004174	95	10298	0.5856165134
121	1	2	0.3508703103	0.4443339353	3534388.671	3534390.6	1.929092667	1908	585	0.2968827212	95	10393	0.4337591685
122	4	1	0.3335582985	0.5217819727	3534396.21	3534399.799	3.588442794	1869	579	0.3239650251	100	10493	0.4914183358
123	3	3	0.6679350565	0.431317031	3534405.279	3534406.288	1.00888961	1854	514	0.61735665	95	10588	0.4145145037
124	6	4	0.169588286	0.4848834333	3534413.747	3534414.476	0.728938601	1839	513	0.6218703673	55	10643	0.442837902
125	5	5	0.3514438228	0.4980019255	3534418.987	3534419.766	0.7789143962	1860	531	0.5406234558	82	10725	0.4217140339
126	2	6	0.667548735	0.4956679184	3534425.346	3534426.894	1.548813455	1857	504	0.662493823	100	10825	0.5164675633
127	3	3	0.6666784628	0.4959678691	3534434.474	3534435.613	1.138857639	1870	539	0.5045137173000001	84	10909	0.5682881104
128	5	5	0.6577712548	0.4436081749	3534443.193	3534443.942	0.7489122124000001	1885	509	0.6399252365	99	11008	0.5662461248
129	1	2	0.3348232199	0.4707761858	3534451.481	3534452.47	0.9888370265	1888	592	0.2652867001	94	11102	0.5476351073
130	2	6	0.6605228804	0.4359712895	3534458.02	3534458.899	0.8788748248	1919	539	0.5045137173000001	85	11187	0.4717976832
131	4	1	0.3265013194	0.4217077874	3534466.309	3534467.958	1.648788423	1914	581	0.3149375905	99	11286	0.5115519303
132	6	4	0.165969765	0.5866170565	3534473.568	3534474.896	1.328796109	1896	541	0.4954862827	68	11354	0.4437904917
133	1	2	0.3579576602	0.4154693093	3534479.307	3534480.096	0.7889127485	1892	584	0.3013964385	95	11449	0.5791361876
134	3	3	0.666797906	0.4030323077	3534485.766	3534486.795	1.028870063	1863	514	0.61735665	96	11545	0.5705636328
135	6	4	0.4455065517	0.5782698022	3534494.504	3534495.083	0.578979569	1862	522	0.5812469115	87	11632	0.5738305744
136	5	5	0.6437245169	0.5875745734	3534501.473	3534501.912	0.4389883843	1868	524	0.5722194769	93	11725	0.4798885543
137	4	1	0.3276717371	0.5168104005	3534509.332	3534510.391	1.058785008	1867	590	0.2743141347	95	11820	0.5559755882
138	2	6	0.6524951478	0.5006830686	3534515.961	3534516.95	0.988856128	1852	516	0.6083292152999999	96	11916	0.4761200096
139	5	5	0.6563345548	0.5688499165999999	3534524.459	3534524.888	0.4290116997	1843	514	0.61735665	97	12013	0.5188476782
140	6	4	0.8156276529000001	0.5025521885999999	3534532.398	3534533.237	0.8388680168	1847	523	0.5767331942	77	12090	0.4912144201
141	4	1	0.6669866059	0.4627199355	3534541.646	3534542.505	0.858905775	1819	593	0.2607729828	60	12150	0.4015780108
142	3	3	0.6658892612	0.5158107687	3534549.985	3534551.504	1.518741992	1834	519	0.5947880634	93	12243	0.5272394352000001
143	1	2	0.3380926461	0.5904845516	3534559.174	3534560.033	0.8590035629	1829	595	0.2517455482	92	12335	0.5763032841
144	2	6	0.6755149843	0.533948244	3534565.732	3534566.341	0.6089472561	1817	523	0.5767331942	91	12426	0.5337563941
145	3	3	0.6600680665000001	0.4748126821	3534573.961	3534574.35	0.3889601314	1816	525	0.5677057596	91	12517	0.4205151184
146	1	2	0.3347334439	0.415467198	3534581.71	3534583.009	1.298874608	1836	579	0.3239650251	99	12616	0.5362777848
147	2	6	0.6722494626	0.4141835457	3534588.529	3534590.387	1.858692238	1828	495	0.7031172788	97	12713	0.592990433
148	4	1	0.344372241	0.5857248806000001	3534598.157	3534599.346	1.188844268	1852	566	0.38264335	97	12810	0.5367155351
149	6	4	0.249923455	0.415525279	3534604.926	3534607.155	2.228662057	1850	510	0.6354115192000001	62	12872	0.442332262
150	5	5	0.3199928286	0.5832986555	3534612.245	3534613.034	0.7889124635	1843	502	0.6715212576	65	12937	0.5188341725
