trial	condition	image	target	fixationTime	rtStart	rtEnd	rt	responseX	responseY	responseProp	pointsThisRound	pointsTotal	preFeedbackTime
1	3	4	0.3391580505	0.5799158109	7485.105458	7490.674035	5.56857695	1428	478	0.779850473	56	56	0.4195371402
2	2	5	0.6492180238	0.4326837307	7496.134124	7502.241875	6.107750419	1421	533	0.5315960211	89	145	0.4288263955
3	1	3	0.3227656804	0.5302699553	7509.65188	7511.520367	1.86848703	1421	533	0.5315960211	80	225	0.5403332145999999
4	6	2	0.2084505351	0.5349138837	7517.090672	7519.009092	1.918419776	1421	533	0.5315960211	68	293	0.4303007796
5	4	6	0.3297198346	0.5261569044	7523.811318	7524.918642	1.107324199	1421	533	0.5315960211	80	373	0.4934091824
6	5	1	0.6764417047	0.4376774919	7530.398363	7531.297131	0.8987677536999999	1421	533	0.5315960211	86	459	0.5092080014
7	1	3	0.3311024612	0.4336814	7538.866679	7540.095557	1.22887759	1415	560	0.4097256539	93	552	0.5668529658
8	6	2	0.2037072478	0.5065311873	7545.715582	7547.764278	2.048696565	1415	486	0.7437407345	46	598	0.5307871629000001
9	4	6	0.6649658259	0.4368423397	7552.514405	7555.792964	3.27855888	1414	535	0.5225685865	86	684	0.5251434063
10	3	4	0.6765823525	0.5563817827999999	7563.422585	7567.101055	3.678470443	1412	563	0.396184502	72	756	0.501874499
11	5	1	0.3167872012	0.5708606188999999	7574.780755	7578.079326	3.29857098	1410	581	0.3149375905	100	856	0.4860208044
12	2	5	0.6643713833	0.5279771162	7583.549325	7585.948014	2.398689067	1407	602	0.220149527	56	912	0.5943960234
13	4	6	0.3279263316	0.492619684	7593.57767	7596.276343	2.698672987	1408	556	0.4277805231	91	1003	0.5561104128
14	1	3	0.3247333239	0.4851616692	7601.846287	7605.054879	3.208591798	1408	571	0.3600747635	97	1100	0.4394548781
15	2	5	0.6717835531	0.509765722	7610.504909	7613.263492	2.758583273	1409	483	0.7572818864	92	1192	0.4538741534
16	3	4	0.6717287052000001	0.5109255558	7620.813206	7622.302049	1.488842443	1402	598	0.2382043962	57	1249	0.553364565
17	5	1	0.6718505996	0.4295718999	7629.87169	7633.940103	4.068413874	1389	592	0.2652867001	60	1309	0.5257990393999999
18	6	2	0.213172585	0.5564342408	7641.609776	7643.198601	1.588824824	1389	584	0.3013964385	92	1401	0.4409500088
19	5	1	0.6561176009	0.5888511797	7648.058693	7649.697514	1.638820862	1395	502	0.6715212576	99	1500	0.4950652924
20	3	4	0.6949018928	0.5963618867	7657.27719	7667.124609	9.847419216	1395	570	0.3645884808	67	1567	0.5604806184
21	4	6	0.3217950713	0.4463417438	7674.864302	7678.242825	3.37852216	1395	570	0.3645884808	96	1663	0.5485103606
22	1	3	0.3126091954	0.4094127769	7683.692867	7687.771255	4.078387993	1394	587	0.2878552866	98	1761	0.4607674096
23	2	5	0.6680811217	0.5495195667	7693.21132	7695.170007	1.958687448	1373	510	0.6354115192000001	97	1858	0.5657454869
24	6	2	0.6621989047	0.4321369021	7702.719713	7707.747972	5.028258531	1377	488	0.7347132999	93	1951	0.583014516
25	5	1	0.6675325335	0.4586381714	7715.317637	7718.396204	3.078567889	1377	487	0.7392270171999999	93	2044	0.4400925714
26	6	2	0.3879973123	0.5740514144	7725.97593	7728.004625	2.028694159	1380	507	0.6489526711	74	2118	0.4645022571
27	4	6	0.6827291435	0.4912764866	7733.834618	7737.093127	3.258509148	1381	584	0.3013964385	62	2180	0.5397913978
28	1	3	0.3274144174	0.5261949618	7744.81282	7747.601444	2.78862423	1381	570	0.3645884808	97	2277	0.4563631384
29	2	5	0.6462590348	0.4675576014	7753.05147	7754.460265	1.408794901	1373	498	0.6895761269	96	2373	0.5925859314
30	3	4	0.3300710923	0.5245754373	7762.00999	7770.207735	8.197744996999999	1373	498	0.6895761269	65	2438	0.583471795
31	2	5	0.6694903797	0.4187316006	7775.747669	7777.306566	1.558897336	1371	502	0.6715212576	100	2538	0.5784643116
