trial	condition	image	target	fixationTime	rtStart	rtEnd	rt	responseX	responseY	responseProp	pointsThisRound	pointsTotal	preFeedbackTime
1	4	1	0.3290241138	0.5276473423	5064.29732	5066.351659	2.054339809	476	553	0.441321675	45	45	0.4474556023
2	2	6	0.6650007138	0.4976979824	5071.851857	5072.600447	0.7485895381	477	489	0.7301995826	74	119	0.5958263878
3	6	4	0.1898684771	0.5444108416	5080.320533	5081.759057	1.438523706	479	547	0.4684039789	47	166	0.418989062
4	5	2	0.3349155898	0.5587804997	5086.439536	5087.108258	0.668722429	487	599	0.2336906789	24	190	0.5886443585
5	3	5	0.6824225177	0.5341249323	5092.830358	5093.287545	0.4571872187	487	536	0.5180548692	52	242	0.5657028841
6	1	3	0.3248656294	0.4125960234	5100.927264	5101.506047	0.5787838709999999	488	540	0.5	51	293	0.4877067694
7	1	3	0.3313792058	0.546463085	5107.046013	5107.734953	0.6889400232	490	565	0.3871570673	39	332	0.5117033119
8	5	2	0.6514305304	0.5357932013	5113.325044	5115.223883	1.898838758	500	501	0.6760349749	68	400	0.5474042168
9	3	5	0.6703133127000001	0.5381133796999999	5122.783629	5123.592499	0.8088699798	496	553	0.441321675	45	445	0.5451510881
10	4	1	0.3395384896	0.5007584748	5131.212253	5132.041251	0.8289977674	500	584	0.3013964385	31	476	0.5074713755
11	2	6	0.6727027075000001	0.4874668655	5137.631355	5139.370093	1.738738472	501	552	0.4458353923	45	521	0.4217159709
12	6	4	0.3622978374	0.4437456076	5146.829996	5148.388719	1.558723082	502	488	0.7347132999	74	595	0.5625200564
13	5	2	0.3309263239	0.572124208	5154.248859	5155.587627	1.338768293	491	575	0.3420198943	35	630	0.4229518684
14	3	5	0.6645117702	0.5897866425	5161.137723	5161.796663	0.6589400717	503	499	0.6850624095	69	699	0.5512245769
15	4	1	0.6611676846	0.4085425123	5169.296476	5170.115379	0.8189035104	498	580	0.3194513078	32	731	0.4409322373
16	1	3	0.3286376455	0.4697139472	5177.545196	5177.964133	0.4189367531	505	543	0.4864588481	49	780	0.4613582923
17	6	4	0.2037500177	0.4454045314	5183.404291	5185.522974	2.118682928	530	488	0.7347132999	74	854	0.4393477545
18	2	6	0.6783159809	0.5771233593	5190.323207	5191.132134	0.80892757	536	573	0.3510473289	36	890	0.425173557
