trial	condition	image	target	fixationTime	rtStart	rtEnd	rt	responseX	responseY	responseProp	pointsThisRound	pointsTotal	preFeedbackTime
1	4	6	0.326282612	0.4884295954	965.1456153	966.0042015	0.8585862301	962	554	0.4399141593	44	44	0.4636773936
2	2	5	0.6724952467	0.5631236068	971.5343595000001	972.9529516	1.41859208	957	519	0.5901287611	60	104	0.5810309082
3	5	4	0.6695264765	0.5386964644	980.6717491000001	981.9815096	1.309760523	961	545	0.4785407712	48	152	0.4422527013
4	1	3	0.3329074523	0.5763979081	989.5715569	991.1000371	1.528480213	963	500	0.6716738307	68	220	0.4146794717
5	3	2	0.6896062808	0.4012327488	996.4720646	998.6491046	2.177039981	984	588	0.2939914031	30	250	0.5200006039
6	6	1	0.1509354727	0.5883130557	1006.44876	1007.437432	0.9886718908	986	540	0.5	50	300	0.5819024138
7	4	6	0.3364373068	0.5577344455	1012.037617	1014.35623	2.318612835	1009	517	0.5987124527	60	360	0.4349973942
8	1	3	0.3241637384	0.5997780422	1019.95541	1021.115169	1.159758727	1017	493	0.7017167511	71	431	0.550639006
9	3	2	0.3406396535	0.4508083023	1026.618786	1027.754083	1.135296979	1016	518	0.5944206069	60	491	0.5802037282
10	2	5	0.6560842282	0.5469229987999999	1033.483181	1035.702818	2.219636853	1008	571	0.3669527812	37	528	0.4236969395
11	6	1	0.4419835867	0.4318744931	1043.042636	1044.281455	1.238819429	1015	565	0.3927038558	40	568	0.442154415
12	5	4	0.6748878288	0.4708945363	1050.401419	1053.919914	3.518494634	993	494	0.6974249053	70	638	0.4470771474
13	1	3	0.3324232903	0.4392512241	1061.419779	1063.048526	1.628747408	998	532	0.5343347661	54	692	0.5007993044
14	2	5	0.6762983757	0.4372492208	1068.537709	1069.567443	1.029734077	999	611	0.1952789505	20	712	0.4587902204
15	6	1	0.5917676455999999	0.4805508504	1077.10625	1078.396088	1.289837545	991	613	0.186695259	19	731	0.5909937711
16	4	6	0.3266951106	0.5076287716	1085.595852	1086.524737	0.9288852814	981	567	0.3841201643	39	770	0.4174823006
17	3	2	0.654357571	0.4279370985	1091.894843	1092.593771	0.698927573	976	491	0.7103004426	72	842	0.5023260407
18	5	4	0.6687565915	0.4491370897	1100.02267	1101.042459	1.019788981	968	561	0.4098712389	41	883	0.4793678766
19	4	6	0.3358197783	0.5310825005000001	1108.622175	1110.350944	1.728769132	963	548	0.4656652339	47	930	0.4318504398
20	6	1	0.3829622594	0.5472840717	1115.890986	1117.649811	1.758825656	961	583	0.315450632	32	962	0.5224687947
21	1	3	0.3228501625	0.5752431810999999	1123.599854	1124.418735	0.8188813984	954	503	0.6587982934	66	1028	0.4432719803
22	5	4	0.6662340396	0.4981861203	1129.838561	1131.357618	1.519056563	957	529	0.5472103034	55	1083	0.5769139991
23	2	5	0.664561289	0.4561294175	1138.926512	1140.156196	1.229684299	950	474	0.7832618207000001	79	1162	0.5097882463
24	3	2	0.6508096702	0.4024258373	1147.605991	1148.274908	0.66891638	949	456	0.8605150445	87	1249	0.5223118123
25	3	2	0.6875469342	0.559654307	1155.803801	1157.553436	1.749635216	937	492	0.7060085969	71	1320	0.4759582343
26	4	6	0.3405921362	0.4833595525	1165.192345	1166.602019	1.40967391	963	593	0.2725321743	28	1348	0.503833284
27	5	4	0.6815346662	0.5603623293	1172.262092	1173.560905	1.298813305	964	581	0.3240343235	33	1381	0.5642686253
28	1	3	0.330767125	0.5508883479	1181.310634	1183.32936	2.018725563	950	558	0.4227467762	43	1424	0.5464493462
29	6	1	0.4666207722	0.5046639106	1188.919436	1189.448386	0.5289500559	946	605	0.2210300251	23	1447	0.5601649802999999
30	2	5	0.6535671878	0.4377271757	1195.807435	1197.227108	1.419673174	928	500	0.6716738307	68	1515	0.4788590092
31	3	2	0.6704819051000001	0.4202695363	1204.60606	1205.825829	1.219768853	928	465	0.8218884326	83	1598	0.5449302221
32	5	4	0.3213345961	0.5271535727	1213.465535	1216.464114	2.998579068	929	487	0.7274678257	73	1671	0.4244516583
33	6	1	0.8781479746999999	0.5614243725	1221.913331	1222.513146	0.5998147429	924	602	0.2339055624	24	1695	0.4397382192
34	2	5	0.6714156956	0.4978246367	1231.282695	1233.041477	1.758782036	948	515	0.6072961442	61	1756	0.56597114
35	1	3	0.354692594	0.5990284246000001	1240.791166	1241.940019	1.148853134	945	554	0.4399141593	44	1800	0.5721922207
36	4	6	0.3231535939	0.4603641678	1247.63917	1248.828927	1.18975652	950	580	0.3283261693	33	1833	0.5358847508
37	2	5	0.6608155311	0.4739524985	1254.329015	1255.307909	0.9788935778	946	483	0.7446352088	75	1908	0.5366756187
38	4	6	0.3365230047	0.4825919347	1262.836782	1264.376466	1.539683449	945	617	0.1695278759	17	1925	0.4830986137
39	5	4	0.6716748295	0.4204124675	1269.83561	1270.45552	0.6199107755	967	495	0.6931330595	70	1995	0.5698569926
40	6	1	0.1258306012	0.4677749334	1278.084334	1278.804129	0.7197950825	977	477	0.7703862834	78	2073	0.54924345
41	1	3	0.3191201354	0.4976972145	1283.163569	1284.303293	1.139724561	991	619	0.1609441843	17	2090	0.4015525822
42	3	2	0.668956599	0.4206248794	1289.5934	1291.022194	1.428793195	1009	487	0.7274678257	73	2163	0.4845223333
43	2	5	0.6775181121	0.5998731651	1298.67181	1299.790929	1.119119627	1007	476	0.7746781291	78	2241	0.5278854648
44	5	4	0.6516351078	0.4665352848	1307.40059	1308.139505	0.7389152225	1016	479	0.7618025918	77	2318	0.4811004311
45	1	3	0.3357385499	0.529098084	1315.60841	1316.568163	0.9597523405	1014	606	0.2167381793	22	2340	0.5994366914
46	3	2	0.3267995992	0.5394020426	1322.278164	1324.166933	1.888769623	1013	474	0.7832618207000001	79	2419	0.5147849764
47	6	1	0.1847288419	0.4234672763	1329.606168	1330.266028	0.6598602218	1023	509	0.6330472188	64	2483	0.5627496279
48	4	6	0.3190629942	0.4412853263	1334.915291	1336.435037	1.519746217	1027	627	0.1266094182	13	2496	0.4407787512
49	3	2	0.3341983592	0.4916883965	1341.824256	1345.263562	3.439305637	1028	489	0.7188841342	72	2568	0.556873168
50	6	1	0.2766226573	0.4778216234	1350.842815	1353.392228	2.54941244	1015	589	0.2896995574	29	2597	0.5404623913
51	5	4	0.6745360993	0.4144662265	1358.561502	1359.751326	1.189823803	1026	472	0.7918455122	80	2677	0.4147316749
52	1	3	0.3369258351	0.4980933353	1367.250207	1367.949985	0.6997783073	1039	591	0.2811158658	29	2706	0.4543565322
53	4	6	0.3288839561	0.4215671387	1373.3892	1375.538794	2.149594105	1045	619	0.1609441843	17	2723	0.5192518076
54	2	5	0.6646022581	0.5140997085	1381.09797	1381.987747	0.8897774463	1043	478	0.7660944376	77	2800	0.497421128
55	6	1	0.7025720203	0.5331377098	1389.566653	1391.38626	1.819606974	1069	611	0.1952789505	20	2820	0.4831767743
56	2	5	0.6659144037	0.409811645	1399.045999	1399.86501	0.8190111183	1074	452	0.8776824276	88	2908	0.4382351172
57	5	4	0.6773104264000001	0.5408438853999999	1407.3938	1408.433547	1.039746741	1097	486	0.7317596715	74	2982	0.5238459600000001
58	4	6	0.3346791496	0.4052807191	1415.972463	1416.862272	0.8898088072	1099	598	0.2510729455	26	3008	0.5139763361
59	1	3	0.3199573652	0.570569804	1422.491431	1424.291021	1.799590199	1099	583	0.315450632	32	3040	0.5077830387
60	3	2	0.3462057232	0.5776165988	1429.850194	1430.720034	0.8698402136	1088	510	0.628755373	63	3103	0.5812517725
61	3	2	0.6535281459	0.5578385053	1436.479148	1437.508934	1.029785965	1084	579	0.3326180151	34	3137	0.4743232857
62	5	4	0.6648252178	0.5350031629000001	1444.987791	1446.037573	1.049781643	1103	461	0.8390558157	84	3221	0.5933936515
63	6	1	0.687289924	0.4492621879	1453.616419	1454.216306	0.5998865878	1119	583	0.315450632	32	3253	0.5180371189
64	4	6	0.330206194	0.5109961173000001	1461.915215	1462.904853	0.9896372348	1129	615	0.1781115674	18	3271	0.489648653
65	2	5	0.6665383065	0.5538754472	1468.474055	1469.27386	0.7998048785	1107	495	0.6931330595	70	3341	0.4808601374
66	1	3	0.3571425444	0.4528704508	1476.752818	1477.382552	0.6297341341	1121	584	0.3111587862	32	3373	0.4241498788
67	4	6	0.3289525671	0.4946297567	1482.991767	1484.021471	1.029704142	1122	597	0.2553647912	26	3399	0.5421712487
68	1	3	0.3193497814	0.4607588753	1489.540768	1490.480486	0.9397178892	1125	603	0.2296137166	23	3422	0.4279437391
69	5	4	0.6665261151	0.4792841944	1495.849745	1496.629524	0.779778695	1128	493	0.7017167511	71	3493	0.4805166719
70	6	1	0.1009163868	0.5502404935	1504.20845	1506.207984	1.999533864	1126	478	0.7660944376	77	3570	0.4995853237
71	3	2	0.6625764217	0.4308281131	1510.287431	1513.076919	2.789487444	1148	607	0.2124463336	22	3592	0.4438724539
72	2	5	0.6713259162	0.4588621777	1520.495797	1521.165598	0.6698004708999999	1217	481	0.7532189003	76	3668	0.5664163947
73	6	1	0.5666425313	0.4763110266	1528.77449	1530.184166	1.40967562	1214	483	0.7446352088	75	3743	0.4984193732
74	1	3	0.3520947422	0.5293342796	1537.163184	1537.782966	0.6197813408	1224	602	0.2339055624	24	3767	0.4365317509
75	3	2	0.3405795897	0.5716061011	1543.442177	1544.082032	0.6398542804	1231	624	0.1394849555	14	3781	0.4062716374
76	5	4	0.6671988186	0.447305472	1638.247965	1639.096872	0.8489065612	1238	476	0.7746781291	78	3859	0.4830379766
77	4	6	0.3522523016	0.4699294834	1646.605725	1647.345553	0.739827253	1282	618	0.1652360301	17	3876	0.4021061675
78	2	5	0.6807690765	0.4967116623	1652.915634	1654.864309	1.948674548	1263	491	0.7103004426	72	3948	0.5214377548
79	4	6	0.3394926166	0.4926099141	1662.524137	1663.602984	1.078846594	1294	601	0.2381974082	24	3972	0.518847971
80	1	3	0.3544815127	0.4963863419	1669.213056	1669.911947	0.6988907952	1295	599	0.2467810997	25	3997	0.4945526133
81	3	2	0.3363649717	0.4895155617	1675.572066	1677.58075	2.00868439	1295	574	0.3540772439	36	4033	0.5784480399
82	2	5	0.6565566508	0.5541728245	1683.290811	1684.699593	1.408781836	1285	485	0.7360515171999999	74	4107	0.4518455499
83	6	1	0.5298215659	0.4234622866	1692.079412	1692.928291	0.8488789066	1315	607	0.2124463336	22	4129	0.5030520201999999
84	5	4	0.6572551636	0.4334120649	1699.608182	1700.247117	0.6389348373	1318	495	0.6931330595	70	4199	0.5097459482
85	3	2	0.3435166255	0.467313807	1707.726018	1709.685619	1.959600668	1324	536	0.5171673831	52	4251	0.5122259101
86	1	3	0.3363544559	0.4445358792	1715.26572	1715.84464	0.5789195788	1334	599	0.2467810997	25	4276	0.490018555
87	5	4	0.6704542392	0.5174990996	1721.424724	1722.493578	1.068854457	1316	492	0.7060085969	71	4347	0.5767728256
88	4	6	0.3385139207	0.5266897507	1730.183315	1732.841937	2.658621468	1326	609	0.203862642	21	4368	0.43380777
89	2	5	0.6558234687	0.5435336213	1738.412029	1740.100775	1.68874556	1308	498	0.6802575222	69	4437	0.4788378399
90	6	1	0.2013124085	0.4498485408	1747.520556	1749.01939	1.498834232	1312	490	0.7145922884	72	4509	0.5890145791
