onset	duration	sample	trial_type	value
0	0.001	1	New Segment	n/a
0	0.001	1	Comment	Active Shielding: On
43.629	0.001	43630	Stimulus	S  4
44.079	0.001	44080	Stimulus	S 14
45.588	0.001	45589	Stimulus	S 24
48.357	0.001	48358	Stimulus	S 34
48.857	0.001	48858	Stimulus	S 44
50.897	0.001	50898	Stimulus	S 54
51.917	0.001	51918	Stimulus	S  3
52.477	0.001	52478	Stimulus	S 13
53.987	0.001	53988	Stimulus	S 23
55.776	0.001	55777	Stimulus	S 33
56.307	0.001	56308	Stimulus	S 43
58.326	0.001	58327	Stimulus	S 53
59.356	0.001	59357	Stimulus	S  5
59.937	0.001	59938	Stimulus	S 15
61.446	0.001	61447	Stimulus	S 25
62.465	0.001	62466	Stimulus	S 35
62.926	0.001	62927	Stimulus	S 45
66.985	0.001	66986	Stimulus	S 55
68.007	0.001	68008	Stimulus	S  2
68.456	0.001	68457	Stimulus	S 12
69.974	0.001	69975	Stimulus	S 22
71.444	0.001	71445	Stimulus	S 32
72.015	0.001	72016	Stimulus	S 42
75.993	0.001	75994	Stimulus	S 52
77.023	0.001	77024	Stimulus	S  6
77.484	0.001	77485	Stimulus	S 16
78.994	0.001	78995	Stimulus	S 26
79.563	0.001	79564	Stimulus	S 36
80.085	0.001	80086	Stimulus	S 46
82.053	0.001	82054	Stimulus	S 56
83.073	0.001	83074	Stimulus	S  1
83.673	0.001	83674	Stimulus	S 11
85.183	0.001	85184	Stimulus	S 21
86.412	0.001	86413	Stimulus	S 31
86.973	0.001	86974	Stimulus	S 41
88.961	0.001	88962	Stimulus	S 51
89.982	0.001	89983	Stimulus	S  1
90.472	0.001	90473	Stimulus	S 11
91.982	0.001	91983	Stimulus	S 21
92.801	0.001	92802	Stimulus	S 31
93.242	0.001	93243	Stimulus	S 41
95.261	0.001	95262	Stimulus	S 51
96.281	0.001	96282	Stimulus	S  2
96.801	0.001	96802	Stimulus	S 12
98.311	0.001	98312	Stimulus	S 22
99.08	0.001	99081	Stimulus	S 32
99.541	0.001	99542	Stimulus	S 42
103.54	0.001	103541	Stimulus	S 52
104.56	0.001	104561	Stimulus	S  4
105.05	0.001	105051	Stimulus	S 14
106.56	0.001	106561	Stimulus	S 24
108.349	0.001	108350	Stimulus	S 34
108.95	0.001	108951	Stimulus	S 44
110.958	0.001	110959	Stimulus	S 54
111.979	0.001	111980	Stimulus	S  3
112.479	0.001	112480	Stimulus	S 13
113.989	0.001	113990	Stimulus	S 23
115.208	0.001	115209	Stimulus	S 33
115.649	0.001	115650	Stimulus	S 43
119.547	0.001	119548	Stimulus	S 53
120.568	0.001	120569	Stimulus	S  6
121.038	0.001	121039	Stimulus	S 16
122.548	0.001	122549	Stimulus	S 26
123.537	0.001	123538	Stimulus	S 36
124.148	0.001	124149	Stimulus	S 46
126.326	0.001	126327	Stimulus	S 56
127.347	0.001	127348	Stimulus	S  5
127.807	0.001	127808	Stimulus	S 15
129.317	0.001	129318	Stimulus	S 25
130.336	0.001	130337	Stimulus	S 35
130.807	0.001	130808	Stimulus	S 45
134.745	0.001	134746	Stimulus	S 55
135.765	0.001	135766	Stimulus	S  4
136.276	0.001	136277	Stimulus	S 14
137.786	0.001	137787	Stimulus	S 24
139.335	0.001	139336	Stimulus	S 34
139.795	0.001	139796	Stimulus	S 44
141.714	0.001	141715	Stimulus	S 54
142.735	0.001	142736	Stimulus	S  6
143.205	0.001	143206	Stimulus	S 16
144.715	0.001	144716	Stimulus	S 26
145.634	0.001	145635	Stimulus	S 36
146.185	0.001	146186	Stimulus	S 46
148.883	0.001	148884	Stimulus	S 56
149.904	0.001	149905	Stimulus	S  3
150.324	0.001	150325	Stimulus	S 13
151.834	0.001	151835	Stimulus	S 23
152.653	0.001	152654	Stimulus	S 33
153.254	0.001	153255	Stimulus	S 43
157.232	0.001	157233	Stimulus	S 53
158.253	0.001	158254	Stimulus	S  2
158.703	0.001	158704	Stimulus	S 12
160.213	0.001	160214	Stimulus	S 22
161.152	0.001	161153	Stimulus	S 32
161.612	0.001	161613	Stimulus	S 42
165.541	0.001	165542	Stimulus	S 52
166.562	0.001	166563	Stimulus	S  5
167.132	0.001	167133	Stimulus	S 15
168.642	0.001	168643	Stimulus	S 25
170.78	0.001	170781	Stimulus	S 35
171.261	0.001	171262	Stimulus	S 45
175.25	0.001	175251	Stimulus	S 55
176.27	0.001	176271	Stimulus	S  1
176.79	0.001	176791	Stimulus	S 11
178.299	0.001	178300	Stimulus	S 21
181.949	0.001	181950	Stimulus	S 31
182.45	0.001	182451	Stimulus	S 41
184.488	0.001	184489	Stimulus	S 51
185.509	0.001	185510	Stimulus	S  4
186.049	0.001	186050	Stimulus	S 14
187.559	0.001	187560	Stimulus	S 24
188.198	0.001	188199	Stimulus	S 34
188.659	0.001	188660	Stimulus	S 44
190.648	0.001	190649	Stimulus	S 54
191.668	0.001	191669	Stimulus	S  5
192.128	0.001	192129	Stimulus	S 15
193.638	0.001	193639	Stimulus	S 25
195.837	0.001	195838	Stimulus	S 35
196.408	0.001	196409	Stimulus	S 45
200.496	0.001	200497	Stimulus	S 55
201.517	0.001	201518	Stimulus	S  3
202.027	0.001	202028	Stimulus	S 13
203.537	0.001	203538	Stimulus	S 23
204.456	0.001	204457	Stimulus	S 33
204.957	0.001	204958	Stimulus	S 43
206.795	0.001	206796	Stimulus	S 53
207.816	0.001	207817	Stimulus	S  1
208.326	0.001	208327	Stimulus	S 11
209.836	0.001	209837	Stimulus	S 21
211.205	0.001	211206	Stimulus	S 31
211.686	0.001	211687	Stimulus	S 41
213.614	0.001	213615	Stimulus	S 51
214.634	0.001	214635	Stimulus	S  6
215.095	0.001	215096	Stimulus	S 16
216.605	0.001	216606	Stimulus	S 26
217.804	0.001	217805	Stimulus	S 36
218.315	0.001	218316	Stimulus	S 46
223.583	0.001	223584	Stimulus	S 56
224.604	0.001	224605	Stimulus	S  2
225.144	0.001	225145	Stimulus	S 12
226.654	0.001	226655	Stimulus	S 22
228.192	0.001	228193	Stimulus	S 32
228.733	0.001	228734	Stimulus	S 42
232.722	0.001	232723	Stimulus	S 52
233.743	0.001	233744	Stimulus	S  5
234.353	0.001	234354	Stimulus	S 15
235.862	0.001	235863	Stimulus	S 25
238.231	0.001	238232	Stimulus	S 35
238.722	0.001	238723	Stimulus	S 45
240.781	0.001	240782	Stimulus	S 55
241.802	0.001	241803	Stimulus	S  1
242.261	0.001	242262	Stimulus	S 11
243.771	0.001	243772	Stimulus	S 21
245.17	0.001	245171	Stimulus	S 31
245.691	0.001	245692	Stimulus	S 41
247.74	0.001	247741	Stimulus	S 51
248.761	0.001	248762	Stimulus	S  2
249.26	0.001	249261	Stimulus	S 12
250.77	0.001	250771	Stimulus	S 22
252.219	0.001	252220	Stimulus	S 32
252.829	0.001	252830	Stimulus	S 42
256.769	0.001	256770	Stimulus	S 52
257.789	0.001	257790	Stimulus	S  6
258.299	0.001	258300	Stimulus	S 16
259.809	0.001	259810	Stimulus	S 26
262.148	0.001	262149	Stimulus	S 36
262.719	0.001	262720	Stimulus	S 46
266.447	0.001	266448	Stimulus	S 56
267.468	0.001	267469	Stimulus	S  3
268.048	0.001	268049	Stimulus	S 13
269.558	0.001	269559	Stimulus	S 23
270.137	0.001	270138	Stimulus	S 33
270.708	0.001	270709	Stimulus	S 43
272.766	0.001	272767	Stimulus	S 53
273.787	0.001	273788	Stimulus	S  4
274.237	0.001	274238	Stimulus	S 14
275.747	0.001	275748	Stimulus	S 24
279.045	0.001	279046	Stimulus	S 34
279.646	0.001	279647	Stimulus	S 44
283.685	0.001	283686	Stimulus	S 54
284.706	0.001	284707	Stimulus	S  3
285.156	0.001	285157	Stimulus	S 13
286.665	0.001	286666	Stimulus	S 23
287.504	0.001	287505	Stimulus	S 33
288.095	0.001	288096	Stimulus	S 43
292.114	0.001	292115	Stimulus	S 53
293.135	0.001	293136	Stimulus	S  5
293.554	0.001	293555	Stimulus	S 15
295.064	0.001	295065	Stimulus	S 25
296.003	0.001	296004	Stimulus	S 35
296.424	0.001	296425	Stimulus	S 45
300.453	0.001	300454	Stimulus	S 55
301.473	0.001	301474	Stimulus	S  2
301.963	0.001	301964	Stimulus	S 12
303.473	0.001	303474	Stimulus	S 22
304.622	0.001	304623	Stimulus	S 32
305.153	0.001	305154	Stimulus	S 42
309.271	0.001	309272	Stimulus	S 52
310.292	0.001	310293	Stimulus	S  1
310.892	0.001	310893	Stimulus	S 11
312.402	0.001	312403	Stimulus	S 21
312.681	0.001	312682	Stimulus	S 31
313.282	0.001	313283	Stimulus	S 41
315.211	0.001	315212	Stimulus	S 51
316.231	0.001	316232	Stimulus	S  6
316.801	0.001	316802	Stimulus	S 16
318.311	0.001	318312	Stimulus	S 26
319.66	0.001	319661	Stimulus	S 36
320.221	0.001	320222	Stimulus	S 46
